Report Date,County,Place of Fatality,Deaths by County of Residence
07/30/2021,Monroe,"1,262","1,117"
07/30/2021,Montgomery,107,128
07/30/2021,Nassau,"3,849","3,184"
07/30/2021,Niagara,234,375
07/30/2021,Non-NYS,0,253
07/30/2021,Oneida,532,518
07/30/2021,Onondaga,795,680
07/30/2021,Ontario,117,93
07/30/2021,Orange,748,725
07/30/2021,Orleans,49,83
07/30/2021,Oswego,67,93
07/30/2021,Otsego,69,47
07/30/2021,Putnam,87,93
07/30/2021,Queens,"5,656","6,975"
07/30/2021,Rensselaer,118,145
07/30/2021,Richmond,"1,139","1,164"
07/30/2021,Rockland,721,758
07/30/2021,Saratoga,120,168
07/30/2021,Schenectady,198,206
07/30/2021,Schoharie,5,19
07/30/2021,Schuyler,4,14
07/30/2021,Seneca,30,57
07/30/2021,St. Lawrence,89,97
07/30/2021,Statewide Total,"43,079","43,079"
07/30/2021,Steuben,121,147
07/30/2021,Suffolk,"3,445","3,414"
07/30/2021,Sullivan,62,76
07/30/2021,Tioga,39,63
07/30/2021,Tompkins,53,52
07/30/2021,Ulster,150,258
07/30/2021,Warren,84,62
07/30/2021,Washington,32,55
07/30/2021,Wayne,41,73
07/30/2021,Westchester,"2,484","2,296"
07/30/2021,Wyoming,38,53
07/30/2021,Yates,20,26
07/31/2020,Albany,170,116
07/31/2020,Allegany,0,2
07/31/2020,Bronx,"3,075","3,353"
07/31/2020,Broome,76,72
07/31/2020,Cattaraugus,5,6
07/31/2020,Cayuga,1,2
07/31/2020,Chautauqua,5,4
07/31/2020,Chemung,5,2
07/31/2020,Chenango,3,6
07/31/2020,Clinton,4,4
07/31/2020,Columbia,43,47
07/31/2020,Cortland,0,1
07/31/2020,Delaware,0,4
07/31/2020,Dutchess,162,153
07/31/2020,Erie,621,594
07/31/2020,Essex,0,0
07/31/2020,Franklin,1,1
07/31/2020,Fulton,20,28
07/31/2020,Genesee,6,6
07/31/2020,Greene,5,13
07/31/2020,Hamilton,0,1
07/31/2020,Herkimer,3,5
07/31/2020,Jefferson,1,1
07/31/2020,Kings,"4,551","5,044"
07/31/2020,Lewis,0,5
07/31/2020,Livingston,4,4
07/31/2020,Madison,6,9
07/31/2020,Manhattan,"3,349","2,081"
07/31/2020,Monroe,266,250
07/31/2020,Montgomery,5,4
07/31/2020,Nassau,"2,706","2,194"
07/31/2020,Niagara,68,88
07/31/2020,Non-NYS,0,105
07/31/2020,Oneida,110,115
07/31/2020,Onondaga,189,173
07/31/2020,Ontario,26,27
07/31/2020,Orange,404,407
07/31/2020,Orleans,41,55
07/31/2020,Oswego,0,3
07/31/2020,Otsego,6,4
07/31/2020,Putnam,61,63
07/31/2020,Queens,"4,059","5,083"
07/31/2020,Rensselaer,39,35
07/31/2020,Richmond,747,749
07/31/2020,Rockland,470,507
07/31/2020,Saratoga,5,15
07/31/2020,Schenectady,37,39
07/31/2020,Schoharie,0,2
07/31/2020,Schuyler,0,0
07/31/2020,Seneca,0,1
07/31/2020,St. Lawrence,4,4
07/31/2020,Statewide Total,"25,164","25,164"
07/31/2020,Steuben,29,39
07/31/2020,Suffolk,"2,044","1,997"
07/31/2020,Sullivan,32,37
07/31/2020,Tioga,19,21
07/31/2020,Tompkins,2,0
07/31/2020,Ulster,49,81
07/31/2020,Warren,31,30
07/31/2020,Washington,11,14
07/31/2020,Wayne,1,2
07/31/2020,Westchester,"1,578","1,445"
07/31/2020,Wyoming,3,5
07/31/2020,Yates,6,6
07/31/2021,Albany,590,358
07/31/2021,Allegany,57,87
07/31/2021,Bronx,"4,146","4,574"
07/31/2021,Broome,407,367
07/31/2021,Cattaraugus,97,93
07/31/2021,Cayuga,77,92
07/31/2021,Chautauqua,139,146
07/31/2021,Chemung,175,137
07/31/2021,Chenango,54,77
07/31/2021,Clinton,39,33
07/31/2021,Columbia,105,104
07/31/2021,Cortland,61,64
07/31/2021,Delaware,17,39
07/31/2021,Dutchess,478,447
07/31/2021,Erie,"2,013","1,816"
07/31/2021,Essex,19,26
07/31/2021,Franklin,10,12
07/31/2021,Fulton,61,93
07/31/2021,Genesee,107,124
07/31/2021,Greene,30,79
07/31/2021,Hamilton,0,2
07/31/2021,Herkimer,53,110
07/31/2021,Jefferson,58,68
07/31/2021,Kings,"6,607","7,339"
07/31/2021,Lewis,13,36
07/31/2021,Livingston,36,60
07/31/2021,Madison,77,89
07/31/2021,Manhattan,"4,993","3,045"
07/31/2021,Monroe,"1,262","1,117"
07/31/2021,Montgomery,107,128
07/31/2021,Nassau,"3,851","3,185"
07/31/2021,Niagara,234,375
07/31/2021,Non-NYS,0,254
07/31/2021,Oneida,532,518
07/31/2021,Onondaga,795,680
07/31/2021,Ontario,117,93
07/31/2021,Orange,748,725
07/31/2021,Orleans,49,83
07/31/2021,Oswego,67,93
07/31/2021,Otsego,69,47
07/31/2021,Putnam,87,93
07/31/2021,Queens,"5,658","6,977"
07/31/2021,Rensselaer,118,145
07/31/2021,Richmond,"1,139","1,164"
07/31/2021,Rockland,721,758
07/31/2021,Saratoga,120,168
07/31/2021,Schenectady,198,206
07/31/2021,Schoharie,5,19
07/31/2021,Schuyler,4,14
07/31/2021,Seneca,30,57
07/31/2021,St. Lawrence,89,97
07/31/2021,Statewide Total,"43,089","43,089"
07/31/2021,Steuben,121,147
07/31/2021,Suffolk,"3,445","3,414"
07/31/2021,Sullivan,62,76
07/31/2021,Tioga,39,63
07/31/2021,Tompkins,54,53
07/31/2021,Ulster,150,258
07/31/2021,Warren,84,62
07/31/2021,Washington,32,55
07/31/2021,Wayne,41,73
07/31/2021,Westchester,"2,484","2,296"
07/31/2021,Wyoming,38,53
07/31/2021,Yates,20,26
08/01/2020,Albany,170,116
08/01/2020,Allegany,0,2
08/01/2020,Bronx,"3,075","3,353"
08/01/2020,Broome,77,73
08/01/2020,Cattaraugus,5,6
08/01/2020,Cayuga,1,2
08/01/2020,Chautauqua,5,4
08/01/2020,Chemung,5,2
08/01/2020,Chenango,3,6
08/01/2020,Clinton,4,4
08/01/2020,Columbia,43,47
08/01/2020,Cortland,0,1
08/01/2020,Delaware,0,4
08/01/2020,Dutchess,162,153
08/01/2020,Erie,621,594
08/01/2020,Essex,0,0
08/01/2020,Franklin,1,1
08/01/2020,Fulton,20,28
08/01/2020,Genesee,6,6
08/01/2020,Greene,5,13
08/01/2020,Hamilton,0,1
08/01/2020,Herkimer,3,5
08/01/2020,Jefferson,1,1
08/01/2020,Kings,"4,551","5,044"
08/01/2020,Lewis,0,5
08/01/2020,Livingston,6,6
08/01/2020,Madison,6,9
08/01/2020,Manhattan,"3,349","2,081"
08/01/2020,Monroe,268,252
08/01/2020,Montgomery,5,4
08/01/2020,Nassau,"2,706","2,194"
08/01/2020,Niagara,68,88
08/01/2020,Non-NYS,0,105
08/01/2020,Oneida,110,115
08/01/2020,Onondaga,189,173
08/01/2020,Ontario,26,27
08/01/2020,Orange,404,407
08/01/2020,Orleans,41,55
08/01/2020,Oswego,0,3
08/01/2020,Otsego,6,4
08/01/2020,Putnam,61,63
08/01/2020,Queens,"4,059","5,083"
08/01/2020,Rensselaer,39,35
08/01/2020,Richmond,747,749
08/01/2020,Rockland,470,507
08/01/2020,Saratoga,5,15
08/01/2020,Schenectady,37,39
08/01/2020,Schoharie,0,2
08/01/2020,Schuyler,0,0
08/01/2020,Seneca,0,1
08/01/2020,St. Lawrence,4,4
08/01/2020,Statewide Total,"25,170","25,170"
08/01/2020,Steuben,29,39
08/01/2020,Suffolk,"2,044","1,997"
08/01/2020,Sullivan,32,37
08/01/2020,Tioga,19,21
08/01/2020,Tompkins,2,0
08/01/2020,Ulster,49,81
08/01/2020,Warren,31,30
08/01/2020,Washington,11,14
08/01/2020,Wayne,1,2
08/01/2020,Westchester,"1,579","1,446"
08/01/2020,Wyoming,3,5
08/01/2020,Yates,6,6
08/01/2021,Albany,590,358
08/01/2021,Allegany,57,87
08/01/2021,Bronx,"4,146","4,574"
08/01/2021,Broome,407,367
08/01/2021,Cattaraugus,97,93
08/01/2021,Cayuga,77,92
08/01/2021,Chautauqua,139,146
08/01/2021,Chemung,175,137
08/01/2021,Chenango,54,77
08/01/2021,Clinton,39,33
08/01/2021,Columbia,105,104
08/01/2021,Cortland,61,64
08/01/2021,Delaware,17,39
08/01/2021,Dutchess,478,447
08/01/2021,Erie,"2,013","1,816"
08/01/2021,Essex,19,26
08/01/2021,Franklin,10,12
08/01/2021,Fulton,61,93
08/01/2021,Genesee,107,124
08/01/2021,Greene,30,79
08/01/2021,Hamilton,0,2
08/01/2021,Herkimer,53,110
08/01/2021,Jefferson,58,68
08/01/2021,Kings,"6,610","7,342"
08/01/2021,Lewis,13,36
08/01/2021,Livingston,36,60
08/01/2021,Madison,77,89
08/01/2021,Manhattan,"4,994","3,046"
08/01/2021,Monroe,"1,262","1,117"
08/01/2021,Montgomery,107,128
08/01/2021,Nassau,"3,851","3,185"
08/01/2021,Niagara,234,375
08/01/2021,Non-NYS,0,254
08/01/2021,Oneida,532,518
08/01/2021,Onondaga,795,680
08/01/2021,Ontario,117,93
08/01/2021,Orange,748,725
08/01/2021,Orleans,49,83
08/01/2021,Oswego,67,93
08/01/2021,Otsego,69,47
08/01/2021,Putnam,87,93
08/01/2021,Queens,"5,658","6,977"
08/01/2021,Rensselaer,118,145
08/01/2021,Richmond,"1,139","1,164"
08/01/2021,Rockland,721,758
08/01/2021,Saratoga,120,168
08/01/2021,Schenectady,198,206
08/01/2021,Schoharie,5,19
08/01/2021,Schuyler,4,14
08/01/2021,Seneca,30,57
08/01/2021,St. Lawrence,89,97
08/01/2021,Statewide Total,"43,093","43,093"
08/01/2021,Steuben,121,147
08/01/2021,Suffolk,"3,445","3,414"
08/01/2021,Sullivan,62,76
08/01/2021,Tioga,39,63
08/01/2021,Tompkins,54,53
08/01/2021,Ulster,150,258
08/01/2021,Warren,84,62
08/01/2021,Washington,32,55
08/01/2021,Wayne,41,73
08/01/2021,Westchester,"2,484","2,296"
08/01/2021,Wyoming,38,53
08/01/2021,Yates,20,26
08/02/2020,Albany,170,116
08/02/2020,Allegany,0,2
08/02/2020,Bronx,"3,075","3,353"
08/02/2020,Broome,78,74
08/02/2020,Cattaraugus,5,6
08/02/2020,Cayuga,1,2
08/02/2020,Chautauqua,5,4
08/02/2020,Chemung,5,2
08/02/2020,Chenango,3,6
08/02/2020,Clinton,4,4
08/02/2020,Columbia,43,47
08/02/2020,Cortland,0,1
08/02/2020,Delaware,0,4
08/02/2020,Dutchess,162,153
08/02/2020,Erie,622,595
08/02/2020,Essex,0,0
08/02/2020,Franklin,1,1
08/02/2020,Fulton,20,28
08/02/2020,Genesee,6,6
08/02/2020,Greene,5,13
08/02/2020,Hamilton,0,1
08/02/2020,Herkimer,3,5
08/02/2020,Jefferson,1,1
08/02/2020,Kings,"4,550","5,043"
08/02/2020,Lewis,0,5
08/02/2020,Livingston,6,6
08/02/2020,Madison,6,9
08/02/2020,Manhattan,"3,349","2,081"
08/02/2020,Monroe,268,252
08/02/2020,Montgomery,5,4
08/02/2020,Nassau,"2,706","2,194"
08/02/2020,Niagara,68,88
08/02/2020,Non-NYS,0,105
08/02/2020,Oneida,110,115
08/02/2020,Onondaga,190,174
08/02/2020,Ontario,26,27
08/02/2020,Orange,404,407
08/02/2020,Orleans,41,55
08/02/2020,Oswego,0,3
08/02/2020,Otsego,6,4
08/02/2020,Putnam,61,63
08/02/2020,Queens,"4,059","5,083"
08/02/2020,Rensselaer,39,35
08/02/2020,Richmond,747,749
08/02/2020,Rockland,470,507
08/02/2020,Saratoga,5,15
08/02/2020,Schenectady,37,39
08/02/2020,Schoharie,0,2
08/02/2020,Schuyler,0,0
08/02/2020,Seneca,0,1
08/02/2020,St. Lawrence,4,4
08/02/2020,Statewide Total,"25,172","25,172"
08/02/2020,Steuben,29,39
08/02/2020,Suffolk,"2,044","1,997"
08/02/2020,Sullivan,32,37
08/02/2020,Tioga,19,21
08/02/2020,Tompkins,2,0
08/02/2020,Ulster,49,81
08/02/2020,Warren,31,30
08/02/2020,Washington,11,14
08/02/2020,Wayne,1,2
08/02/2020,Westchester,"1,579","1,446"
08/02/2020,Wyoming,3,5
08/02/2020,Yates,6,6
08/02/2021,Albany,590,358
08/02/2021,Allegany,57,87
08/02/2021,Bronx,"4,146","4,574"
08/02/2021,Broome,407,367
08/02/2021,Cattaraugus,97,93
08/02/2021,Cayuga,77,92
08/02/2021,Chautauqua,139,146
08/02/2021,Chemung,175,137
08/02/2021,Chenango,54,77
08/02/2021,Clinton,39,33
08/02/2021,Columbia,105,104
08/02/2021,Cortland,61,64
08/02/2021,Delaware,17,39
08/02/2021,Dutchess,478,447
08/02/2021,Erie,"2,013","1,816"
08/02/2021,Essex,19,26
08/02/2021,Franklin,10,12
08/02/2021,Fulton,61,93
08/02/2021,Genesee,107,124
08/02/2021,Greene,30,79
08/02/2021,Hamilton,0,2
08/02/2021,Herkimer,53,110
08/02/2021,Jefferson,58,68
08/02/2021,Kings,"6,611","7,343"
08/02/2021,Lewis,13,36
08/02/2021,Livingston,36,60
08/02/2021,Madison,77,89
08/02/2021,Manhattan,"4,995","3,047"
08/02/2021,Monroe,"1,262","1,117"
08/02/2021,Montgomery,107,128
08/02/2021,Nassau,"3,852","3,186"
08/02/2021,Niagara,234,375
08/02/2021,Non-NYS,0,254
08/02/2021,Oneida,532,518
08/02/2021,Onondaga,795,680
08/02/2021,Ontario,117,93
08/02/2021,Orange,748,725
08/02/2021,Orleans,49,83
08/02/2021,Oswego,67,93
08/02/2021,Otsego,69,47
08/02/2021,Putnam,87,93
08/02/2021,Queens,"5,659","6,978"
08/02/2021,Rensselaer,118,145
08/02/2021,Richmond,"1,140","1,165"
08/02/2021,Rockland,721,758
08/02/2021,Saratoga,120,168
08/02/2021,Schenectady,198,206
08/02/2021,Schoharie,5,19
08/02/2021,Schuyler,4,14
08/02/2021,Seneca,30,57
08/02/2021,St. Lawrence,89,97
08/02/2021,Statewide Total,"43,098","43,098"
08/02/2021,Steuben,121,147
08/02/2021,Suffolk,"3,445","3,414"
08/02/2021,Sullivan,62,76
08/02/2021,Tioga,39,63
08/02/2021,Tompkins,54,53
08/02/2021,Ulster,150,258
08/02/2021,Warren,84,62
08/02/2021,Washington,32,55
08/02/2021,Wayne,41,73
08/02/2021,Westchester,"2,484","2,296"
08/02/2021,Wyoming,38,53
08/02/2021,Yates,20,26
08/03/2020,Albany,170,116
08/03/2020,Allegany,0,2
08/03/2020,Bronx,"3,075","3,353"
08/03/2020,Broome,78,74
08/03/2020,Cattaraugus,5,6
08/03/2020,Cayuga,1,2
08/03/2020,Chautauqua,5,4
08/03/2020,Chemung,5,2
08/03/2020,Chenango,3,6
08/03/2020,Clinton,4,4
08/03/2020,Columbia,43,47
08/03/2020,Cortland,0,1
08/03/2020,Delaware,0,4
08/03/2020,Dutchess,162,153
08/03/2020,Erie,623,596
08/03/2020,Essex,0,0
08/03/2020,Franklin,1,1
08/03/2020,Fulton,20,28
08/03/2020,Genesee,6,6
08/03/2020,Greene,5,13
08/03/2020,Hamilton,0,1
08/03/2020,Herkimer,4,6
08/03/2020,Jefferson,1,1
08/03/2020,Kings,"4,550","5,043"
08/03/2020,Lewis,0,5
08/03/2020,Livingston,6,6
08/03/2020,Madison,6,9
08/03/2020,Manhattan,"3,349","2,081"
08/03/2020,Monroe,269,253
08/03/2020,Montgomery,5,4
08/03/2020,Nassau,"2,706","2,194"
08/03/2020,Niagara,68,88
08/03/2020,Non-NYS,0,105
08/03/2020,Oneida,110,115
08/03/2020,Onondaga,190,174
08/03/2020,Ontario,26,27
08/03/2020,Orange,404,407
08/03/2020,Orleans,41,55
08/03/2020,Oswego,0,3
08/03/2020,Otsego,6,4
08/03/2020,Putnam,61,63
08/03/2020,Queens,"4,059","5,083"
08/03/2020,Rensselaer,39,35
08/03/2020,Richmond,747,749
08/03/2020,Rockland,470,507
08/03/2020,Saratoga,5,15
08/03/2020,Schenectady,37,39
08/03/2020,Schoharie,0,2
08/03/2020,Schuyler,0,0
08/03/2020,Seneca,0,1
08/03/2020,St. Lawrence,4,4
08/03/2020,Statewide Total,"25,175","25,175"
08/03/2020,Steuben,29,39
08/03/2020,Suffolk,"2,044","1,997"
08/03/2020,Sullivan,32,37
08/03/2020,Tioga,19,21
08/03/2020,Tompkins,2,0
08/03/2020,Ulster,49,81
08/03/2020,Warren,31,30
08/03/2020,Washington,11,14
08/03/2020,Wayne,1,2
08/03/2020,Westchester,"1,579","1,446"
08/03/2020,Wyoming,3,5
08/03/2020,Yates,6,6
08/03/2021,Albany,590,358
08/03/2021,Allegany,57,87
08/03/2021,Bronx,"4,146","4,574"
08/03/2021,Broome,407,367
08/03/2021,Cattaraugus,97,93
08/03/2021,Cayuga,77,92
08/03/2021,Chautauqua,139,146
08/03/2021,Chemung,175,137
08/03/2021,Chenango,54,77
08/03/2021,Clinton,39,33
08/03/2021,Columbia,105,104
08/03/2021,Cortland,61,64
08/03/2021,Delaware,17,39
08/03/2021,Dutchess,478,447
08/03/2021,Erie,"2,013","1,816"
08/03/2021,Essex,19,26
08/03/2021,Franklin,10,12
08/03/2021,Fulton,61,93
08/03/2021,Genesee,107,124
08/03/2021,Greene,30,79
08/03/2021,Hamilton,0,2
08/03/2021,Herkimer,53,110
08/03/2021,Jefferson,58,68
08/03/2021,Kings,"6,611","7,343"
08/03/2021,Lewis,13,36
08/03/2021,Livingston,36,60
08/03/2021,Madison,78,89
08/03/2021,Manhattan,"4,996","3,048"
08/03/2021,Monroe,"1,262","1,117"
08/03/2021,Montgomery,107,128
08/03/2021,Nassau,"3,852","3,186"
08/03/2021,Niagara,234,375
08/03/2021,Non-NYS,0,254
08/03/2021,Oneida,532,519
08/03/2021,Onondaga,795,680
08/03/2021,Ontario,117,93
08/03/2021,Orange,749,726
08/03/2021,Orleans,49,83
08/03/2021,Oswego,67,93
08/03/2021,Otsego,69,47
08/03/2021,Putnam,87,93
08/03/2021,Queens,"5,660","6,979"
08/03/2021,Rensselaer,118,145
08/03/2021,Richmond,"1,140","1,165"
08/03/2021,Rockland,721,758
08/03/2021,Saratoga,120,168
08/03/2021,Schenectady,198,206
08/03/2021,Schoharie,5,19
08/03/2021,Schuyler,4,14
08/03/2021,Seneca,30,57
08/03/2021,St. Lawrence,89,97
08/03/2021,Statewide Total,"43,105","43,105"
08/03/2021,Steuben,121,147
08/03/2021,Suffolk,"3,445","3,414"
08/03/2021,Sullivan,62,76
08/03/2021,Tioga,39,63
08/03/2021,Tompkins,55,54
08/03/2021,Ulster,150,258
08/03/2021,Warren,85,63
08/03/2021,Washington,32,55
08/03/2021,Wayne,41,73
08/03/2021,Westchester,"2,485","2,297"
08/03/2021,Wyoming,38,53
08/03/2021,Yates,20,26
08/04/2020,Albany,170,116
08/04/2020,Allegany,0,2
08/04/2020,Bronx,"3,076","3,354"
08/04/2020,Broome,78,74
08/04/2020,Cattaraugus,5,6
08/04/2020,Cayuga,1,2
08/04/2020,Chautauqua,5,4
08/04/2020,Chemung,5,2
08/04/2020,Chenango,3,6
08/04/2020,Clinton,4,4
08/04/2020,Columbia,43,47
08/04/2020,Cortland,0,1
08/04/2020,Delaware,0,4
08/04/2020,Dutchess,162,153
08/04/2020,Erie,623,596
08/04/2020,Essex,0,0
08/04/2020,Franklin,1,1
08/04/2020,Fulton,20,28
08/04/2020,Genesee,6,6
08/04/2020,Greene,5,13
08/04/2020,Hamilton,0,1
08/04/2020,Herkimer,4,6
08/04/2020,Jefferson,1,1
08/04/2020,Kings,"4,550","5,044"
08/04/2020,Lewis,0,5
08/04/2020,Livingston,6,6
08/04/2020,Madison,6,9
08/04/2020,Manhattan,"3,350","2,081"
08/04/2020,Monroe,269,253
08/04/2020,Montgomery,5,4
08/04/2020,Nassau,"2,706","2,194"
08/04/2020,Niagara,68,88
08/04/2020,Non-NYS,0,105
08/04/2020,Oneida,110,115
08/04/2020,Onondaga,191,175
08/04/2020,Ontario,26,27
08/04/2020,Orange,404,407
08/04/2020,Orleans,41,55
08/04/2020,Oswego,0,3
08/04/2020,Otsego,6,4
08/04/2020,Putnam,61,63
08/04/2020,Queens,"4,059","5,083"
08/04/2020,Rensselaer,39,35
08/04/2020,Richmond,747,749
08/04/2020,Rockland,470,507
08/04/2020,Saratoga,5,15
08/04/2020,Schenectady,38,40
08/04/2020,Schoharie,0,2
08/04/2020,Schuyler,0,0
08/04/2020,Seneca,0,1
08/04/2020,St. Lawrence,4,4
08/04/2020,Statewide Total,"25,179","25,179"
08/04/2020,Steuben,29,39
08/04/2020,Suffolk,"2,044","1,997"
08/04/2020,Sullivan,32,37
08/04/2020,Tioga,19,21
08/04/2020,Tompkins,2,0
08/04/2020,Ulster,49,81
08/04/2020,Warren,31,30
08/04/2020,Washington,11,14
08/04/2020,Wayne,1,2
08/04/2020,Westchester,"1,579","1,446"
08/04/2020,Wyoming,3,5
08/04/2020,Yates,6,6
08/04/2021,Albany,590,358
08/04/2021,Allegany,57,87
08/04/2021,Bronx,"4,146","4,574"
08/04/2021,Broome,407,367
08/04/2021,Cattaraugus,98,93
08/04/2021,Cayuga,77,92
08/04/2021,Chautauqua,139,146
08/04/2021,Chemung,175,137
08/04/2021,Chenango,54,77
08/04/2021,Clinton,39,33
08/04/2021,Columbia,105,104
08/04/2021,Cortland,61,64
08/04/2021,Delaware,17,39
08/04/2021,Dutchess,478,447
08/04/2021,Erie,"2,014","1,817"
08/04/2021,Essex,19,26
08/04/2021,Franklin,10,12
08/04/2021,Fulton,61,93
08/04/2021,Genesee,107,124
08/04/2021,Greene,30,79
08/04/2021,Hamilton,0,2
08/04/2021,Herkimer,53,110
08/04/2021,Jefferson,58,68
08/04/2021,Kings,"6,611","7,344"
08/04/2021,Lewis,13,36
08/04/2021,Livingston,36,60
08/04/2021,Madison,78,89
08/04/2021,Manhattan,"4,997","3,049"
08/04/2021,Monroe,"1,262","1,117"
08/04/2021,Montgomery,107,128
08/04/2021,Nassau,"3,852","3,187"
08/04/2021,Niagara,234,375
08/04/2021,Non-NYS,0,255
08/04/2021,Oneida,532,519
08/04/2021,Onondaga,795,680
08/04/2021,Ontario,117,93
08/04/2021,Orange,749,726
08/04/2021,Orleans,49,83
08/04/2021,Oswego,67,93
08/04/2021,Otsego,69,47
08/04/2021,Putnam,87,93
08/04/2021,Queens,"5,661","6,979"
08/04/2021,Rensselaer,118,145
08/04/2021,Richmond,"1,140","1,165"
08/04/2021,Rockland,721,758
08/04/2021,Saratoga,120,168
08/04/2021,Schenectady,198,206
08/04/2021,Schoharie,5,19
08/04/2021,Schuyler,4,14
08/04/2021,Seneca,30,57
08/04/2021,St. Lawrence,89,97
08/04/2021,Statewide Total,"43,111","43,111"
08/04/2021,Steuben,121,147
08/04/2021,Suffolk,"3,446","3,415"
08/04/2021,Sullivan,63,76
08/04/2021,Tioga,39,63
08/04/2021,Tompkins,55,54
08/04/2021,Ulster,150,258
08/04/2021,Warren,85,63
08/04/2021,Washington,32,55
08/04/2021,Wayne,41,73
08/04/2021,Westchester,"2,485","2,297"
08/04/2021,Wyoming,38,53
08/04/2021,Yates,20,26
08/05/2020,Albany,170,116
08/05/2020,Allegany,0,2
08/05/2020,Bronx,"3,076","3,354"
08/05/2020,Broome,78,74
08/05/2020,Cattaraugus,5,6
08/05/2020,Cayuga,1,2
08/05/2020,Chautauqua,5,4
08/05/2020,Chemung,5,2
08/05/2020,Chenango,3,6
08/05/2020,Clinton,4,4
08/05/2020,Columbia,43,47
08/05/2020,Cortland,0,1
08/05/2020,Delaware,0,4
08/05/2020,Dutchess,162,153
08/05/2020,Erie,623,596
08/05/2020,Essex,0,0
08/05/2020,Franklin,1,1
08/05/2020,Fulton,20,28
08/05/2020,Genesee,6,6
08/05/2020,Greene,5,13
08/05/2020,Hamilton,0,1
08/05/2020,Herkimer,4,6
08/05/2020,Jefferson,1,1
08/05/2020,Kings,"4,550","5,044"
08/05/2020,Lewis,0,5
08/05/2020,Livingston,6,6
08/05/2020,Madison,6,9
08/05/2020,Manhattan,"3,353","2,084"
08/05/2020,Monroe,270,254
08/05/2020,Montgomery,5,4
08/05/2020,Nassau,"2,706","2,194"
08/05/2020,Niagara,68,88
08/05/2020,Non-NYS,0,105
08/05/2020,Oneida,110,115
08/05/2020,Onondaga,191,175
08/05/2020,Ontario,26,27
08/05/2020,Orange,404,407
08/05/2020,Orleans,41,55
08/05/2020,Oswego,0,3
08/05/2020,Otsego,6,4
08/05/2020,Putnam,61,63
08/05/2020,Queens,"4,059","5,083"
08/05/2020,Rensselaer,39,35
08/05/2020,Richmond,747,749
08/05/2020,Rockland,470,507
08/05/2020,Saratoga,5,15
08/05/2020,Schenectady,38,40
08/05/2020,Schoharie,0,2
08/05/2020,Schuyler,0,0
08/05/2020,Seneca,0,1
08/05/2020,St. Lawrence,4,4
08/05/2020,Statewide Total,"25,185","25,185"
08/05/2020,Steuben,29,39
08/05/2020,Suffolk,"2,045","1,998"
08/05/2020,Sullivan,32,37
08/05/2020,Tioga,19,21
08/05/2020,Tompkins,2,0
08/05/2020,Ulster,49,81
08/05/2020,Warren,31,30
08/05/2020,Washington,11,14
08/05/2020,Wayne,1,2
08/05/2020,Westchester,"1,580","1,447"
08/05/2020,Wyoming,3,5
08/05/2020,Yates,6,6
08/05/2021,Albany,590,358
08/05/2021,Allegany,57,87
08/05/2021,Bronx,"4,147","4,575"
08/05/2021,Broome,407,367
08/05/2021,Cattaraugus,98,93
08/05/2021,Cayuga,77,92
08/05/2021,Chautauqua,139,146
08/05/2021,Chemung,175,137
08/05/2021,Chenango,54,77
08/05/2021,Clinton,39,33
08/05/2021,Columbia,105,104
08/05/2021,Cortland,61,64
08/05/2021,Delaware,17,39
08/05/2021,Dutchess,478,447
08/05/2021,Erie,"2,014","1,817"
08/05/2021,Essex,19,26
08/05/2021,Franklin,10,12
08/05/2021,Fulton,61,93
08/05/2021,Genesee,107,124
08/05/2021,Greene,30,79
08/05/2021,Hamilton,0,2
08/05/2021,Herkimer,53,110
08/05/2021,Jefferson,58,68
08/05/2021,Kings,"6,612","7,345"
08/05/2021,Lewis,13,36
08/05/2021,Livingston,36,60
08/05/2021,Madison,78,89
08/05/2021,Manhattan,"4,997","3,049"
08/05/2021,Monroe,"1,262","1,117"
08/05/2021,Montgomery,107,128
08/05/2021,Nassau,"3,852","3,187"
08/05/2021,Niagara,234,375
08/05/2021,Non-NYS,0,255
08/05/2021,Oneida,532,519
08/05/2021,Onondaga,795,680
08/05/2021,Ontario,117,93
08/05/2021,Orange,749,726
08/05/2021,Orleans,49,83
08/05/2021,Oswego,67,93
08/05/2021,Otsego,69,47
08/05/2021,Putnam,87,93
08/05/2021,Queens,"5,662","6,980"
08/05/2021,Rensselaer,118,145
08/05/2021,Richmond,"1,140","1,165"
08/05/2021,Rockland,721,758
08/05/2021,Saratoga,121,169
08/05/2021,Schenectady,198,206
08/05/2021,Schoharie,5,19
08/05/2021,Schuyler,4,14
08/05/2021,Seneca,30,57
08/05/2021,St. Lawrence,89,97
08/05/2021,Statewide Total,"43,116","43,116"
08/05/2021,Steuben,121,147
08/05/2021,Suffolk,"3,446","3,415"
08/05/2021,Sullivan,63,76
08/05/2021,Tioga,39,63
08/05/2021,Tompkins,55,54
08/05/2021,Ulster,150,258
08/05/2021,Warren,86,64
08/05/2021,Washington,32,55
08/05/2021,Wayne,41,73
08/05/2021,Westchester,"2,485","2,297"
08/05/2021,Wyoming,38,53
08/05/2021,Yates,20,26
08/06/2020,Albany,170,116
08/06/2020,Allegany,0,2
08/06/2020,Bronx,"3,076","3,354"
08/06/2020,Broome,78,74
08/06/2020,Cattaraugus,5,6
08/06/2020,Cayuga,1,2
08/06/2020,Chautauqua,5,4
08/06/2020,Chemung,5,2
08/06/2020,Chenango,3,6
